sentence,label
"despite auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .",Negative
an emotionally strong and politically potent piece of cinema .,Positive
"not only does spider-man deliver , but i suspect it might deliver again and again .",Positive
"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance .",Positive
"the whole affair , true story or not , feels incredibly hokey . . . [ it ] comes off like a hallmark commercial .",Negative
[ the film 's ] taste for `` shock humor `` will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers .,Negative
the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,Positive
"the video work is so grainy and rough , so dependent on being 'naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",Negative
"its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy .",Positive
"the word that comes to mind , while watching eric rohmer 's tribute to a courageous scottish lady , is painterly .",Positive
"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .",Positive
"the result is solemn and horrifying , yet strangely detached .",Negative
the beautifully choreographed kitchen ballet is simple but absorbing .,Positive
a fan film that for the uninitiated plays better on video with the sound turned down .,Negative
"in all fairness , i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .",Positive
one fantastic ( and educational ) documentary .,Positive
it 's a glorious spectacle like those d . w . griffith made in the early days of silent film .,Positive
a fast paced and suspenseful argentinian thriller about the shadow side of play .,Positive
a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .,Negative
"an unencouraging threefold expansion on the former mtv series , accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc .",Negative
"i can imagine this movie as a b & w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",Negative
"the acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from gilligan 's island -- and the cgi scooby might well be the worst special-effects creation of the year .",Negative
"a buoyant romantic comedy about friendship , love , and the truth that we 're all in this together .",Positive
"imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s .",Negative
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",Negative
"a grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",Positive
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice . you have to see it .",Positive
